Job_role,Client,Source,Recruiter Name,Submission_date,Interview_date,Offer_date,Joining_date,Status,Salary,Location,Client
RTL Design Engineer,Google,LinkedIn,Recruiter_D,04-11-2025 00:00,08-11-2025 00:00,13-11-2025 00:00,25-11-2025 00:00,Joined,121762,California,Google
Technical Project Manager,Accenture,LinkedIn,Recruiter_A,04-11-2025 00:00,11-11-2025 00:00,16-11-2025 00:00,27-11-2025 00:00,Joined,117107,New York,Accenture
Technical Project Manager,Deloitte,Naukri,Imtyaz,04-11-2025 00:00,06-11-2025 00:00,11-11-2025 00:00,27-11-2025 00:00,Joined,112596,California,Deloitte
RTL Design Engineer,Deloitte,Indeed,Recruiter_C,04-11-2025 00:00,14-11-2025 00:00,17-11-2025 00:00,01-12-2025 00:00,Offered,71497,Illinois,Deloitte
Technical Project Manager,Microsoft,Career Site,Recruiter_B,04-11-2025 00:00,08-11-2025 00:00,14-11-2025 00:00,02-12-2025 00:00,Offered,79618,Illinois,Microsoft
Technical Project Manager,Microsoft,Career Site,Imtyaz,04-11-2025 00:00,05-11-2025 00:00,12-11-2025 00:00,03-12-2025 00:00,Interview,107346,Washington,Microsoft
Technical Project Manager,Accenture,Career Site,Recruiter_C,04-11-2025 00:00,14-11-2025 00:00,19-11-2025 00:00,04-12-2025 00:00,Offered,145599,Illinois,Accenture
Technical Project Manager,Deloitte,Referral,Recruiter_B,04-11-2025 00:00,06-11-2025 00:00,08-11-2025 00:00,06-12-2025 00:00,Rejected,127455,Washington,Deloitte
Technical Project Manager,Amazon,Career Site,Imtyaz,04-11-2025 00:00,12-11-2025 00:00,18-11-2025 00:00,12-12-2025 00:00,Interview,66758,Illinois,Amazon
Technical Project Manager,Amazon,Referral,Recruiter_D,04-11-2025 00:00,08-11-2025 00:00,16-11-2025 00:00,13-12-2025 00:00,Joined,69250,California,Amazon
Technical Project Manager,Deloitte,Referral,Recruiter_C,05-11-2025 00:00,11-11-2025 00:00,14-11-2025 00:00,30-11-2025 00:00,Rejected,100088,Washington,Deloitte
Verification Engineer,Deloitte,Naukri,Recruiter_C,05-11-2025 00:00,15-11-2025 00:00,21-11-2025 00:00,03-12-2025 00:00,Rejected,145830,Illinois,Deloitte
Mechanical Engineer,Deloitte,Indeed,Recruiter_C,05-11-2025 00:00,12-11-2025 00:00,13-11-2025 00:00,05-12-2025 00:00,Interview,61521,Illinois,Deloitte
Technical Project Manager,Microsoft,Career Site,Recruiter_C,05-11-2025 00:00,09-11-2025 00:00,10-11-2025 00:00,08-12-2025 00:00,Offered,116487,Washington,Microsoft
ASIC Design Engineer,Accenture,Naukri,Recruiter_C,05-11-2025 00:00,06-11-2025 00:00,12-11-2025 00:00,10-12-2025 00:00,Offered,97578,California,Accenture
RTL Design Engineer,Accenture,Indeed,Recruiter_B,05-11-2025 00:00,06-11-2025 00:00,14-11-2025 00:00,13-12-2025 00:00,Interview,81789,California,Accenture
Verification Engineer,Accenture,Indeed,Recruiter_C,05-11-2025 00:00,12-11-2025 00:00,20-11-2025 00:00,15-12-2025 00:00,Offered,112057,Washington,Accenture
ASIC Design Engineer,Accenture,Naukri,Imtyaz,06-11-2025 00:00,12-11-2025 00:00,13-11-2025 00:00,20-11-2025 00:00,Interview,86440,Illinois,Accenture
ASIC Design Engineer,Deloitte,Naukri,Recruiter_B,06-11-2025 00:00,10-11-2025 00:00,13-11-2025 00:00,21-11-2025 00:00,Rejected,73444,California,Deloitte
RTL Design Engineer,Amazon,Indeed,Recruiter_A,06-11-2025 00:00,12-11-2025 00:00,14-11-2025 00:00,23-11-2025 00:00,Rejected,116657,Texas,Amazon
ASIC Design Engineer,Accenture,Indeed,Recruiter_B,06-11-2025 00:00,13-11-2025 00:00,18-11-2025 00:00,25-11-2025 00:00,Rejected,145959,California,Accenture
Verification Engineer,Deloitte,Naukri,Recruiter_C,06-11-2025 00:00,14-11-2025 00:00,15-11-2025 00:00,03-12-2025 00:00,Offered,120555,Washington,Deloitte
Verification Engineer,Deloitte,Naukri,Recruiter_A,06-11-2025 00:00,12-11-2025 00:00,14-11-2025 00:00,03-12-2025 00:00,Interview,74916,Washington,Deloitte
Mechanical Engineer,Accenture,LinkedIn,Recruiter_B,06-11-2025 00:00,13-11-2025 00:00,22-11-2025 00:00,06-12-2025 00:00,Rejected,114035,Illinois,Accenture
Technical Project Manager,Amazon,Referral,Recruiter_C,06-11-2025 00:00,13-11-2025 00:00,14-11-2025 00:00,08-12-2025 00:00,Interview,93832,Illinois,Amazon
ASIC Design Engineer,Amazon,Naukri,Recruiter_D,06-11-2025 00:00,12-11-2025 00:00,16-11-2025 00:00,12-12-2025 00:00,Joined,145124,Texas,Amazon
RTL Design Engineer,Google,Career Site,Recruiter_D,06-11-2025 00:00,13-11-2025 00:00,20-11-2025 00:00,13-12-2025 00:00,Rejected,148148,Texas,Google
Technical Project Manager,Microsoft,Indeed,Recruiter_D,06-11-2025 00:00,07-11-2025 00:00,13-11-2025 00:00,13-12-2025 00:00,Joined,68801,Illinois,Microsoft
ASIC Design Engineer,Deloitte,Indeed,Imtyaz,07-11-2025 00:00,15-11-2025 00:00,18-11-2025 00:00,29-11-2025 00:00,Interview,115014,California,Deloitte
ASIC Design Engineer,Accenture,Naukri,Imtyaz,07-11-2025 00:00,08-11-2025 00:00,11-11-2025 00:00,29-11-2025 00:00,Joined,70875,California,Accenture
ASIC Design Engineer,Google,Naukri,Imtyaz,07-11-2025 00:00,09-11-2025 00:00,12-11-2025 00:00,04-12-2025 00:00,Interview,96174,Washington,Google
Mechanical Engineer,Google,Referral,Imtyaz,07-11-2025 00:00,08-11-2025 00:00,11-11-2025 00:00,04-12-2025 00:00,Rejected,138535,Illinois,Google
Technical Project Manager,Deloitte,Referral,Recruiter_B,07-11-2025 00:00,09-11-2025 00:00,19-11-2025 00:00,09-12-2025 00:00,Joined,101862,California,Deloitte
RTL Design Engineer,Amazon,Indeed,Imtyaz,07-11-2025 00:00,14-11-2025 00:00,23-11-2025 00:00,11-12-2025 00:00,Interview,145835,Texas,Amazon
Mechanical Engineer,Accenture,Referral,Recruiter_A,07-11-2025 00:00,17-11-2025 00:00,22-11-2025 00:00,14-12-2025 00:00,Interview,64422,New York,Accenture
Mechanical Engineer,Google,Career Site,Recruiter_D,10-11-2025 00:00,13-11-2025 00:00,19-11-2025 00:00,25-11-2025 00:00,Joined,112752,New York,Google
RTL Design Engineer,Accenture,Indeed,Recruiter_C,10-11-2025 00:00,18-11-2025 00:00,25-11-2025 00:00,30-11-2025 00:00,Interview,61788,Washington,Accenture
Verification Engineer,Accenture,Naukri,Recruiter_C,10-11-2025 00:00,18-11-2025 00:00,26-11-2025 00:00,06-12-2025 00:00,Offered,67517,New York,Accenture
ASIC Design Engineer,Accenture,Indeed,Imtyaz,10-11-2025 00:00,11-11-2025 00:00,17-11-2025 00:00,14-12-2025 00:00,Rejected,89448,New York,Accenture
RTL Design Engineer,Accenture,Naukri,Recruiter_C,10-11-2025 00:00,12-11-2025 00:00,20-11-2025 00:00,18-12-2025 00:00,Joined,121464,California,Accenture
Technical Project Manager,Deloitte,Indeed,Recruiter_C,10-11-2025 00:00,16-11-2025 00:00,25-11-2025 00:00,24-12-2025 00:00,Offered,104969,California,Deloitte
Mechanical Engineer,Deloitte,Naukri,Recruiter_D,10-11-2025 00:00,20-11-2025 00:00,25-11-2025 00:00,25-12-2025 00:00,Interview,98454,New York,Deloitte
Verification Engineer,Deloitte,Referral,Recruiter_D,12-11-2025 00:00,18-11-2025 00:00,25-11-2025 00:00,30-11-2025 00:00,Interview,65983,Washington,Deloitte
Mechanical Engineer,Deloitte,Referral,Recruiter_B,12-11-2025 00:00,22-11-2025 00:00,27-11-2025 00:00,03-12-2025 00:00,Offered,80112,California,Deloitte
Mechanical Engineer,Deloitte,Career Site,Recruiter_D,12-11-2025 00:00,20-11-2025 00:00,26-11-2025 00:00,05-12-2025 00:00,Interview,146002,New York,Deloitte
RTL Design Engineer,Microsoft,Indeed,Recruiter_C,12-11-2025 00:00,16-11-2025 00:00,24-11-2025 00:00,13-12-2025 00:00,Offered,83873,New York,Microsoft
Mechanical Engineer,Accenture,LinkedIn,Recruiter_D,12-11-2025 00:00,18-11-2025 00:00,25-11-2025 00:00,15-12-2025 00:00,Rejected,142920,Texas,Accenture
RTL Design Engineer,Amazon,Indeed,Recruiter_D,12-11-2025 00:00,21-11-2025 00:00,22-11-2025 00:00,19-12-2025 00:00,Joined,83237,Texas,Amazon
RTL Design Engineer,Microsoft,Naukri,Recruiter_A,13-11-2025 00:00,14-11-2025 00:00,19-11-2025 00:00,26-11-2025 00:00,Joined,64569,New York,Microsoft
RTL Design Engineer,Microsoft,LinkedIn,Imtyaz,13-11-2025 00:00,14-11-2025 00:00,16-11-2025 00:00,27-11-2025 00:00,Offered,87886,New York,Microsoft
ASIC Design Engineer,Accenture,Indeed,Recruiter_B,13-11-2025 00:00,20-11-2025 00:00,22-11-2025 00:00,30-11-2025 00:00,Rejected,122449,Texas,Accenture
Verification Engineer,Google,Naukri,Recruiter_D,13-11-2025 00:00,14-11-2025 00:00,23-11-2025 00:00,30-11-2025 00:00,Interview,125936,Illinois,Google
Technical Project Manager,Google,Referral,Recruiter_B,13-11-2025 00:00,18-11-2025 00:00,21-11-2025 00:00,03-12-2025 00:00,Offered,83647,Texas,Google
ASIC Design Engineer,Google,Referral,Recruiter_B,13-11-2025 00:00,22-11-2025 00:00,02-12-2025 00:00,07-12-2025 00:00,Joined,113356,New York,Google
Verification Engineer,Google,Indeed,Recruiter_D,13-11-2025 00:00,20-11-2025 00:00,30-11-2025 00:00,08-12-2025 00:00,Offered,60840,Illinois,Google
ASIC Design Engineer,Accenture,Indeed,Recruiter_D,13-11-2025 00:00,19-11-2025 00:00,27-11-2025 00:00,09-12-2025 00:00,Rejected,96797,California,Accenture
Verification Engineer,Microsoft,Indeed,Recruiter_C,13-11-2025 00:00,22-11-2025 00:00,27-11-2025 00:00,10-12-2025 00:00,Offered,87326,Illinois,Microsoft
RTL Design Engineer,Google,Referral,Recruiter_C,13-11-2025 00:00,15-11-2025 00:00,22-11-2025 00:00,14-12-2025 00:00,Rejected,126063,Washington,Google
Verification Engineer,Amazon,Referral,Recruiter_A,13-11-2025 00:00,22-11-2025 00:00,29-11-2025 00:00,15-12-2025 00:00,Interview,64033,Illinois,Amazon
Mechanical Engineer,Accenture,LinkedIn,Recruiter_B,13-11-2025 00:00,23-11-2025 00:00,25-11-2025 00:00,17-12-2025 00:00,Offered,100068,New York,Accenture
Mechanical Engineer,Accenture,Referral,Recruiter_B,14-11-2025 00:00,15-11-2025 00:00,19-11-2025 00:00,28-11-2025 00:00,Offered,90182,California,Accenture
Technical Project Manager,Google,Career Site,Recruiter_C,14-11-2025 00:00,18-11-2025 00:00,20-11-2025 00:00,30-11-2025 00:00,Rejected,118182,Illinois,Google
Verification Engineer,Deloitte,Career Site,Recruiter_A,14-11-2025 00:00,23-11-2025 00:00,27-11-2025 00:00,03-12-2025 00:00,Offered,139907,Illinois,Deloitte
Verification Engineer,Amazon,Naukri,Recruiter_C,14-11-2025 00:00,18-11-2025 00:00,21-11-2025 00:00,07-12-2025 00:00,Rejected,116302,Texas,Amazon
RTL Design Engineer,Deloitte,Naukri,Imtyaz,14-11-2025 00:00,17-11-2025 00:00,20-11-2025 00:00,07-12-2025 00:00,Offered,116890,Texas,Deloitte
Verification Engineer,Accenture,LinkedIn,Recruiter_B,14-11-2025 00:00,18-11-2025 00:00,24-11-2025 00:00,12-12-2025 00:00,Offered,117547,California,Accenture
RTL Design Engineer,Deloitte,LinkedIn,Recruiter_D,14-11-2025 00:00,18-11-2025 00:00,25-11-2025 00:00,19-12-2025 00:00,Rejected,138207,Illinois,Deloitte
ASIC Design Engineer,Deloitte,Career Site,Recruiter_B,14-11-2025 00:00,23-11-2025 00:00,02-12-2025 00:00,01-01-2026 00:00,Interview,129730,California,Deloitte
Mechanical Engineer,Google,Career Site,Recruiter_A,17-11-2025 00:00,19-11-2025 00:00,22-11-2025 00:00,29-11-2025 00:00,Interview,98020,California,Google
RTL Design Engineer,Microsoft,Naukri,Recruiter_D,17-11-2025 00:00,20-11-2025 00:00,21-11-2025 00:00,04-12-2025 00:00,Rejected,106435,Washington,Microsoft
Verification Engineer,Deloitte,Referral,Imtyaz,17-11-2025 00:00,20-11-2025 00:00,25-11-2025 00:00,06-12-2025 00:00,Interview,123891,Illinois,Deloitte
Verification Engineer,Accenture,Naukri,Recruiter_A,17-11-2025 00:00,22-11-2025 00:00,26-11-2025 00:00,13-12-2025 00:00,Joined,117911,Washington,Accenture
Verification Engineer,Deloitte,Naukri,Imtyaz,18-11-2025 00:00,19-11-2025 00:00,25-11-2025 00:00,09-12-2025 00:00,Rejected,136112,New York,Deloitte
ASIC Design Engineer,Amazon,LinkedIn,Recruiter_C,18-11-2025 00:00,27-11-2025 00:00,28-11-2025 00:00,14-12-2025 00:00,Interview,60328,Washington,Amazon
Verification Engineer,Microsoft,Indeed,Recruiter_A,18-11-2025 00:00,24-11-2025 00:00,29-11-2025 00:00,14-12-2025 00:00,Joined,108839,Washington,Microsoft
Technical Project Manager,Microsoft,Naukri,Recruiter_B,18-11-2025 00:00,26-11-2025 00:00,05-12-2025 00:00,15-12-2025 00:00,Rejected,126924,Illinois,Microsoft
RTL Design Engineer,Microsoft,Career Site,Recruiter_B,18-11-2025 00:00,25-11-2025 00:00,04-12-2025 00:00,21-12-2025 00:00,Interview,109220,New York,Microsoft
ASIC Design Engineer,Microsoft,LinkedIn,Imtyaz,18-11-2025 00:00,20-11-2025 00:00,26-11-2025 00:00,23-12-2025 00:00,Joined,86580,Illinois,Microsoft
RTL Design Engineer,Accenture,Naukri,Recruiter_D,18-11-2025 00:00,28-11-2025 00:00,04-12-2025 00:00,25-12-2025 00:00,Offered,127822,California,Accenture
Verification Engineer,Deloitte,Indeed,Recruiter_D,18-11-2025 00:00,22-11-2025 00:00,29-11-2025 00:00,28-12-2025 00:00,Offered,76858,Illinois,Deloitte
Mechanical Engineer,Deloitte,LinkedIn,Recruiter_B,19-11-2025 00:00,25-11-2025 00:00,27-11-2025 00:00,06-12-2025 00:00,Rejected,148815,Washington,Deloitte
Verification Engineer,Microsoft,Career Site,Recruiter_B,19-11-2025 00:00,23-11-2025 00:00,29-11-2025 00:00,13-12-2025 00:00,Rejected,65450,New York,Microsoft
Technical Project Manager,Deloitte,Referral,Recruiter_B,19-11-2025 00:00,25-11-2025 00:00,03-12-2025 00:00,17-12-2025 00:00,Joined,137900,Washington,Deloitte
Technical Project Manager,Microsoft,Career Site,Recruiter_B,19-11-2025 00:00,29-11-2025 00:00,07-12-2025 00:00,19-12-2025 00:00,Interview,123133,Washington,Microsoft
RTL Design Engineer,Amazon,Referral,Recruiter_C,19-11-2025 00:00,22-11-2025 00:00,25-11-2025 00:00,22-12-2025 00:00,Rejected,118669,Texas,Amazon
RTL Design Engineer,Amazon,Naukri,Recruiter_A,20-11-2025 00:00,22-11-2025 00:00,23-11-2025 00:00,01-12-2025 00:00,Rejected,60272,New York,Amazon
Technical Project Manager,Microsoft,Referral,Recruiter_B,20-11-2025 00:00,23-11-2025 00:00,24-11-2025 00:00,02-12-2025 00:00,Offered,61799,Texas,Microsoft
Verification Engineer,Accenture,Indeed,Recruiter_A,20-11-2025 00:00,23-11-2025 00:00,27-11-2025 00:00,14-12-2025 00:00,Interview,94234,Texas,Accenture
RTL Design Engineer,Amazon,Naukri,Imtyaz,20-11-2025 00:00,24-11-2025 00:00,29-11-2025 00:00,16-12-2025 00:00,Joined,94940,California,Amazon
ASIC Design Engineer,Google,Career Site,Imtyaz,20-11-2025 00:00,27-11-2025 00:00,05-12-2025 00:00,22-12-2025 00:00,Interview,73296,California,Google
Technical Project Manager,Google,Referral,Recruiter_B,20-11-2025 00:00,24-11-2025 00:00,28-11-2025 00:00,23-12-2025 00:00,Rejected,90234,California,Google
Mechanical Engineer,Google,Naukri,Recruiter_A,20-11-2025 00:00,26-11-2025 00:00,28-11-2025 00:00,27-12-2025 00:00,Joined,80130,Washington,Google
Mechanical Engineer,Google,Indeed,Recruiter_B,20-11-2025 00:00,26-11-2025 00:00,28-11-2025 00:00,28-12-2025 00:00,Rejected,103978,Washington,Google
ASIC Design Engineer,Deloitte,Referral,Recruiter_D,20-11-2025 00:00,22-11-2025 00:00,01-12-2025 00:00,28-12-2025 00:00,Joined,146319,Illinois,Deloitte
ASIC Design Engineer,Accenture,Naukri,Recruiter_A,20-11-2025 00:00,27-11-2025 00:00,06-12-2025 00:00,05-01-2026 00:00,Offered,98655,California,Accenture
ASIC Design Engineer,Amazon,Indeed,Recruiter_B,21-11-2025 00:00,29-11-2025 00:00,03-12-2025 00:00,09-12-2025 00:00,Joined,120249,California,Amazon
Technical Project Manager,Amazon,Career Site,Recruiter_D,21-11-2025 00:00,30-11-2025 00:00,03-12-2025 00:00,12-12-2025 00:00,Rejected,144187,Washington,Amazon
Verification Engineer,Microsoft,LinkedIn,Recruiter_D,21-11-2025 00:00,26-11-2025 00:00,05-12-2025 00:00,16-12-2025 00:00,Interview,105673,New York,Microsoft
Mechanical Engineer,Microsoft,Indeed,Imtyaz,21-11-2025 00:00,29-11-2025 00:00,01-12-2025 00:00,17-12-2025 00:00,Rejected,61183,California,Microsoft
ASIC Design Engineer,Amazon,LinkedIn,Recruiter_C,21-11-2025 00:00,24-11-2025 00:00,29-11-2025 00:00,18-12-2025 00:00,Joined,104773,Illinois,Amazon
RTL Design Engineer,Deloitte,LinkedIn,Recruiter_C,21-11-2025 00:00,23-11-2025 00:00,26-11-2025 00:00,19-12-2025 00:00,Joined,67155,California,Deloitte
Mechanical Engineer,Microsoft,Career Site,Recruiter_B,21-11-2025 00:00,27-11-2025 00:00,02-12-2025 00:00,21-12-2025 00:00,Interview,141768,California,Microsoft
Verification Engineer,Google,Referral,Imtyaz,21-11-2025 00:00,26-11-2025 00:00,01-12-2025 00:00,21-12-2025 00:00,Joined,139495,Washington,Google
RTL Design Engineer,Deloitte,Naukri,Recruiter_B,24-11-2025 00:00,27-11-2025 00:00,07-12-2025 00:00,12-12-2025 00:00,Rejected,81621,California,Deloitte
Technical Project Manager,Microsoft,Indeed,Recruiter_B,24-11-2025 00:00,01-12-2025 00:00,09-12-2025 00:00,15-12-2025 00:00,Interview,133617,Texas,Microsoft
ASIC Design Engineer,Microsoft,LinkedIn,Recruiter_B,24-11-2025 00:00,02-12-2025 00:00,09-12-2025 00:00,16-12-2025 00:00,Interview,147887,California,Microsoft
ASIC Design Engineer,Google,Career Site,Recruiter_A,24-11-2025 00:00,,08-12-2025 00:00,16-12-2025 00:00,Joined,123636,Illinois,Google
Technical Project Manager,Google,Naukri,Recruiter_A,24-11-2025 00:00,26-11-2025 00:00,28-11-2025 00:00,18-12-2025 00:00,Interview,115496,Washington,Google
Verification Engineer,Deloitte,Career Site,Recruiter_C,24-11-2025 00:00,03-12-2025 00:00,06-12-2025 00:00,21-12-2025 00:00,Rejected,126736,New York,Deloitte
Verification Engineer,Accenture,Naukri,Recruiter_B,24-11-2025 00:00,28-11-2025 00:00,07-12-2025 00:00,27-12-2025 00:00,Offered,65099,Washington,Accenture
Mechanical Engineer,Google,Career Site,Recruiter_D,24-11-2025 00:00,27-11-2025 00:00,06-12-2025 00:00,29-12-2025 00:00,Interview,87985,California,Google
ASIC Design Engineer,Accenture,Naukri,Recruiter_D,24-11-2025 00:00,04-12-2025 00:00,11-12-2025 00:00,06-01-2026 00:00,Interview,102963,Texas,Accenture
Mechanical Engineer,Microsoft,Career Site,Recruiter_C,25-11-2025 00:00,02-12-2025 00:00,06-12-2025 00:00,15-12-2025 00:00,Rejected,110648,New York,Microsoft
Technical Project Manager,Deloitte,Indeed,Imtyaz,25-11-2025 00:00,28-11-2025 00:00,04-12-2025 00:00,16-12-2025 00:00,Interview,91012,Texas,Deloitte
Verification Engineer,Amazon,Indeed,Recruiter_B,25-11-2025 00:00,02-12-2025 00:00,06-12-2025 00:00,18-12-2025 00:00,Interview,140033,Texas,Amazon
Mechanical Engineer,Deloitte,Indeed,Imtyaz,25-11-2025 00:00,30-11-2025 00:00,05-12-2025 00:00,20-12-2025 00:00,Interview,78249,Washington,Deloitte
Verification Engineer,Deloitte,Referral,Recruiter_D,25-11-2025 00:00,01-12-2025 00:00,11-12-2025 00:00,23-12-2025 00:00,Joined,100,Illinois,Deloitte
Verification Engineer,Accenture,Career Site,Recruiter_A,25-11-2025 00:00,03-12-2025 00:00,12-12-2025 00:00,24-12-2025 00:00,Rejected,132617,Illinois,Accenture
Technical Project Manager,Google,LinkedIn,Imtyaz,25-11-2025 00:00,02-12-2025 00:00,11-12-2025 00:00,24-12-2025 00:00,Joined,61767,New York,Google
Verification Engineer,Microsoft,Naukri,Recruiter_A,25-11-2025 00:00,30-11-2025 00:00,08-12-2025 00:00,26-12-2025 00:00,Rejected,116400,Illinois,Microsoft
Mechanical Engineer,Accenture,Naukri,Recruiter_C,25-11-2025 00:00,26-11-2025 00:00,01-12-2025 00:00,28-12-2025 00:00,Interview,92377,Texas,Accenture
Mechanical Engineer,Amazon,Career Site,Imtyaz,25-11-2025 00:00,03-12-2025 00:00,12-12-2025 00:00,02-01-2026 00:00,Offered,84335,New York,Amazon
Technical Project Manager,Amazon,Career Site,Imtyaz,25-11-2025 00:00,27-11-2025 00:00,07-12-2025 00:00,04-01-2026 00:00,Joined,96786,New York,Amazon
RTL Design Engineer,Accenture,Referral,Recruiter_B,26-11-2025 00:00,01-12-2025 00:00,09-12-2025 00:00,14-12-2025 00:00,Interview,146654,New York,Accenture
ASIC Design Engineer,Google,Indeed,Recruiter_B,26-11-2025 00:00,29-11-2025 00:00,30-11-2025 00:00,17-12-2025 00:00,Rejected,60554,Texas,Google
ASIC Design Engineer,Amazon,Referral,Recruiter_C,26-11-2025 00:00,05-12-2025 00:00,11-12-2025 00:00,24-12-2025 00:00,Interview,139022,Texas,Amazon
RTL Design Engineer,Deloitte,Naukri,Recruiter_C,26-11-2025 00:00,05-12-2025 00:00,13-12-2025 00:00,09-01-2026 00:00,Offered,70081,Washington,Deloitte
Mechanical Engineer,Accenture,Career Site,Imtyaz,26-11-2025 00:00,06-12-2025 00:00,16-12-2025 00:00,13-01-2026 00:00,Interview,125488,New York,Accenture
ASIC Design Engineer,Amazon,Indeed,Recruiter_A,28-11-2025 00:00,03-12-2025 00:00,05-12-2025 00:00,14-12-2025 00:00,Offered,67807,Illinois,Amazon
Verification Engineer,Microsoft,Career Site,Recruiter_D,28-11-2025 00:00,06-12-2025 00:00,07-12-2025 00:00,17-12-2025 00:00,Rejected,102930,Illinois,Microsoft
ASIC Design Engineer,Amazon,Naukri,Imtyaz,28-11-2025 00:00,01-12-2025 00:00,05-12-2025 00:00,19-12-2025 00:00,Joined,118262,Washington,Amazon
Technical Project Manager,Deloitte,Naukri,Recruiter_C,28-11-2025 00:00,07-12-2025 00:00,15-12-2025 00:00,24-12-2025 00:00,Interview,114831,Texas,Deloitte
ASIC Design Engineer,Google,Referral,Imtyaz,28-11-2025 00:00,01-12-2025 00:00,11-12-2025 00:00,24-12-2025 00:00,Rejected,95430,Texas,Google
Mechanical Engineer,Deloitte,Referral,Recruiter_A,28-11-2025 00:00,03-12-2025 00:00,11-12-2025 00:00,27-12-2025 00:00,Joined,88990,Illinois,Deloitte
Mechanical Engineer,Amazon,Indeed,Imtyaz,28-11-2025 00:00,01-12-2025 00:00,06-12-2025 00:00,27-12-2025 00:00,Rejected,95257,Washington,Amazon
RTL Design Engineer,Deloitte,Indeed,Recruiter_C,28-11-2025 00:00,01-12-2025 00:00,11-12-2025 00:00,31-12-2025 00:00,Joined,93038,Illinois,Deloitte
